Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,
El Salvador,SLV,Land area (sq. km),AG.LND.TOTL.K2,,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20850,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,,
San Marino,SMR,Land area (sq. km),AG.LND.TOTL.K2,,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,
Somalia,SOM,Land area (sq. km),AG.LND.TOTL.K2,,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,,
Serbia,SRB,Land area (sq. km),AG.LND.TOTL.K2,,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,,
Sub-Saharan Africa (developing only),SSA,Land area (sq. km),AG.LND.TOTL.K2,,23690681,23690681,23690681,23690681,23690681,23690681,23690681,23690681,23690681,23690681,23690681,23690681,23690681,23690281,23689881,23689881,23689881,23689881,23689881,23689881,23689881,23689881,23689881,23689881,23689881,23689881,23689881,23689881,23689881,23689881,23689881,23689881,23588881,23588881,23588881,23588881,23588881,23588881,23588881,23588881,23588881,23588881,23588881,23588881,23588881,23588881,23588881,23588881,23588881,23589591,23589846,23589846,23589851,23589851,,
South Sudan,SSD,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (all income levels),SSF,Land area (sq. km),AG.LND.TOTL.K2,,23719191,23719191,23719191,23719191,23719191,23719191,23719191,23719191,23719191,23719191,23719191,23719191,23719191,23718791,23718391,23718391,23718391,23718391,23718391,23718391,23718391,23718391,23718391,23718391,23718391,23718391,23718391,23718391,23718391,23718391,23718391,23718391,23617391,23617391,23617391,23617391,23617391,23617391,23617391,23617391,23617391,23617391,23617391,23617391,23617391,23617391,23617391,23617391,23617391,23618101,23618356,23618356,23618356,23618356,,
Small states,SST,Land area (sq. km),AG.LND.TOTL.K2,,2337044,2337044,2337044,2337044,2337044,2337044,2337044,2337044,2337044,2337044,2337044,2337044,2337044,2337044,2337184,2337184,2337184,2337184,2337184,2337094,2337094,2337094,2337094,2337094,2337094,2337094,2337094,2337094,2337094,2337094,2338434,2338434,2338434,2331511,2331511,2331511,2331511,2331511,2331511,2331511,2331511,2331511,2331511,2329828,2329828,2329828,2329828,2329828,2329828,2329828,2329828,2329828,2329823,2329823,,
Sao Tome and Principe,STP,Land area (sq. km),AG.LND.TOTL.K2,,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,,
Suriname,SUR,Land area (sq. km),AG.LND.TOTL.K2,,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,,
Slovak Republic,SVK,Land area (sq. km),AG.LND.TOTL.K2,,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48110,48100,48100,48100,48100,48100,48090,48091,48088,48088,48088,48088,,
Slovenia,SVN,Land area (sq. km),AG.LND.TOTL.K2,,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,,
Sweden,SWE,Land area (sq. km),AG.LND.TOTL.K2,,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,407340,407340,407340,,
Swaziland,SWZ,Land area (sq. km),AG.LND.TOTL.K2,,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,,
Sint Maarten (Dutch part),SXM,Land area (sq. km),AG.LND.TOTL.K2,,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
Seychelles,SYC,Land area (sq. km),AG.LND.TOTL.K2,,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,455,455,,
Syrian Arab Republic,SYR,Land area (sq. km),AG.LND.TOTL.K2,,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183590,183570,183570,183630,183640,183640,183640,183630,183630,183630,183630,183630,,
Turks and Caicos Islands,TCA,Land area (sq. km),AG.LND.TOTL.K2,,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,,
Chad,TCD,Land area (sq. km),AG.LND.TOTL.K2,,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1260000,1259600,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,,
Togo,TGO,Land area (sq. km),AG.LND.TOTL.K2,,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,,
Thailand,THA,Land area (sq. km),AG.LND.TOTL.K2,,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,,
Tajikistan,TJK,Land area (sq. km),AG.LND.TOTL.K2,,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,,
Turkmenistan,TKM,Land area (sq. km),AG.LND.TOTL.K2,,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,,
Timor-Leste,TLS,Land area (sq. km),AG.LND.TOTL.K2,,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,,
Tonga,TON,Land area (sq. km),AG.LND.TOTL.K2,,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,,
Trinidad and Tobago,TTO,Land area (sq. km),AG.LND.TOTL.K2,,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,,
Tunisia,TUN,Land area (sq. km),AG.LND.TOTL.K2,,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,,
Turkey,TUR,Land area (sq. km),AG.LND.TOTL.K2,,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,,
Tuvalu,TUV,Land area (sq. km),AG.LND.TOTL.K2,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,
Taiwan China,TWN,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,Land area (sq. km),AG.LND.TOTL.K2,,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,,
Uganda,UGA,Land area (sq. km),AG.LND.TOTL.K2,,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,200520,200520,200520,200520,200520,,
Ukraine,UKR,Land area (sq. km),AG.LND.TOTL.K2,,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579350,579340,579340,579340,579380,579360,579330,579320,579320,579320,579320,579320,579320,579320,,
Upper middle income,UMC,Land area (sq. km),AG.LND.TOTL.K2,,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40980917,40979927,40979927,40980677,40980877,40980877,40980927,40980897,40980917,40980927,40952382,40952005,40952005,40951998.2,40949321.2,40949414.7,40949464.5,40949361.8,40949388.4,40949079.8,40949087.8,40946593,40946697,40946829,40946688,40946699,40946699,,
Uruguay,URY,Land area (sq. km),AG.LND.TOTL.K2,,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,,
United States,USA,Land area (sq. km),AG.LND.TOTL.K2,,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9161920,9161920,9161920,9161920,9161920,9161920,9161920,9161920,9147420,9147420,9147420,9147420,9147420,9147420,9147420,,
Uzbekistan,UZB,Land area (sq. km),AG.LND.TOTL.K2,,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,425400,,
St. Vincent and the Grenadines,VCT,Land area (sq. km),AG.LND.TOTL.K2,,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,,
Venezuela RB,VEN,Land area (sq. km),AG.LND.TOTL.K2,,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,,
Virgin Islands (U.S.),VIR,Land area (sq. km),AG.LND.TOTL.K2,,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,,
Vietnam,VNM,Land area (sq. km),AG.LND.TOTL.K2,,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,325490,311060,311090,310550,310070,310070,310070,310070,310070,310070,310070,310070,310070,310070,310070,310070,,
Vanuatu,VUT,Land area (sq. km),AG.LND.TOTL.K2,,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,,
West Bank and Gaza,PSE,Land area (sq. km),AG.LND.TOTL.K2,,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,,
World,WLD,Land area (sq. km),AG.LND.TOTL.K2,,129822079.4,129822059.4,129822069.4,129822069.4,129822059.4,129822049.4,129822039.4,129822029.4,129822029.4,129822019.4,129822009.4,129821909.4,129821839.4,129821369.4,129820859.4,129820649.4,129820519.4,129820519.4,129820489.4,129820219.4,129820299.4,129820079.4,129820039.4,129818550.4,129818450.4,129818550.4,129818460.4,129818450.4,129817460.4,129817460.4,129819370.4,129819630.4,129714920.4,129703177.4,129700237.4,129699796.4,129769135.4,129743129.4,129749911.4,129763820.4,129762698.6,129760506.6,129760101.1,129758669.9,129758605.2,129754516.4,129754346.4,129738325.4,129736687.9,129738943.1,129739111.3,129736230.3,129736256.7,129736256.7,,
Samoa,WSM,Land area (sq. km),AG.LND.TOTL.K2,,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,,
Yemen Rep.,YEM,Land area (sq. km),AG.LND.TOTL.K2,,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,,
South Africa,ZAF,Land area (sq. km),AG.LND.TOTL.K2,,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,,
Congo Dem. Rep.,COD,Land area (sq. km),AG.LND.TOTL.K2,,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,2267050,,
Zambia,ZMB,Land area (sq. km),AG.LND.TOTL.K2,,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,,
Zimbabwe,ZWE,Land area (sq. km),AG.LND.TOTL.K2,,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,,
